WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,ISO_SDATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
WPR,Eastern Asia,China,CHN,NOTDEFINED,2018,50,2018-12-10T05:00:00.000Z,11988,11442,,1162,110,0,2,1274,15,8,0,23,1297,10145,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2018,51,2018-12-17T05:00:00.000Z,12553,12207,,1953,205,0,2,2160,18,1,1,20,2180,10027,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2018,52,2018-12-24T05:00:00.000Z,12860,11993,,2455,308,0,2,2765,16,2,0,18,2783,9210,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,1,2018-12-31T05:00:00.000Z,12685,12077,,3135,464,,1,3600,26,6,0,32,3632,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,2,2019-01-07T05:00:00.000Z,14192,13802,,4553,685,0,7,5245,44,5,2,51,5296,8506,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,3,2019-01-14T05:00:00.000Z,14564,14102,,5145,896,0,17,6058,58,2,0,60,6118,7984,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,4,2019-01-21T05:00:00.000Z,14404,13901,,4805,904,0,20,5729,74,1,5,80,5809,8092,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,5,2019-01-28T05:00:00.000Z,12333,11780,,3934,858,0,29,4821,71,2,7,80,4901,6879,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,6,2019-02-04T05:00:00.000Z,8849,8497,,2229,677,0,1,2907,80,8,1,89,2996,5501,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,7,2019-02-11T05:00:00.000Z,12111,11876,,2817,874,0,0,3691,146,10,2,158,3849,8027,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,8,2019-02-18T05:00:00.000Z,11666,11155,,2279,839,0,0,3118,181,11,1,193,3311,7844,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,9,2019-02-25T05:00:00.000Z,11924,11602,,2061,1125,0,5,3191,361,18,7,386,3577,8025,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,10,2019-03-04T05:00:00.000Z,11995,11582,,1562,1329,0,0,2891,765,8,10,783,3674,7908,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,11,2019-03-11T04:00:00.000Z,12076,11751,,1149,1293,0,1,2443,1272,35,5,1312,3755,7996,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,12,2019-03-18T04:00:00.000Z,11812,11491,,693,1072,0,2,1767,1730,32,3,1765,3532,7959,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,13,2019-03-25T04:00:00.000Z,11588,11282,,408,955,0,8,1371,2069,40,50,2159,3530,7752,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,14,2019-04-01T04:00:00.000Z,6196,5125,,167,394,0,1,562,1043,8,23,1074,1636,3489,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,15,2019-04-08T04:00:00.000Z,8196,8133,,170,430,0,0,600,1758,24,14,1796,2396,5737,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,16,2019-04-15T04:00:00.000Z,7769,7643,,118,343,0,0,461,1670,15,18,1703,2164,5479,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,17,2019-04-22T04:00:00.000Z,7550,7186,,59,264,0,2,325,1468,16,15,1499,1824,5362,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,18,2019-04-29T04:00:00.000Z,6226,5972,,49,168,0,0,217,1037,6,10,1053,1270,4702,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,19,2019-05-06T04:00:00.000Z,7310,6958,,33,147,0,0,180,1160,11,16,1187,1367,5591,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,20,2019-05-13T04:00:00.000Z,7343,7322,,37,162,0,0,199,1194,13,11,1218,1417,5905,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,21,2019-05-20T04:00:00.000Z,7028,6987,,50,131,0,0,181,1077,7,9,1093,1274,5713,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,22,2019-05-27T04:00:00.000Z,6867,6657,,23,89,0,0,112,874,9,16,899,1011,5646,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,23,2019-06-03T04:00:00.000Z,6481,6149,,22,97,0,0,119,747,2,13,762,881,5268,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,24,2019-06-10T04:00:00.000Z,5146,4306,,3,50,0,0,53,379,0,6,385,438,3868,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,25,2019-06-17T04:00:00.000Z,7794,6721,,21,93,0,0,114,571,6,8,585,699,6022,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,26,2019-06-24T04:00:00.000Z,7477,6665,,22,121,0,0,143,489,7,7,503,646,6019,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,27,2019-07-01T04:00:00.000Z,7275,6619,,13,122,0,0,135,415,7,15,437,572,6047,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,28,2019-07-08T04:00:00.000Z,7077,6417,,13,130,0,0,143,376,7,5,388,531,5886,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,29,2019-07-15T04:00:00.000Z,7133,6425,,15,150,0,0,165,335,2,6,343,508,5917,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,30,2019-07-22T04:00:00.000Z,7005,6378,,13,172,0,0,185,321,1,4,326,511,5867,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,31,2019-07-29T04:00:00.000Z,6806,6230,,22,185,0,0,207,262,3,7,272,479,5751,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,32,2019-08-05T04:00:00.000Z,6955,6188,,11,206,0,0,217,241,0,3,244,461,5727,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,33,2019-08-12T04:00:00.000Z,6787,6068,,12,183,0,0,198,194,2,2,198,396,5672,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,34,2019-08-19T04:00:00.000Z,5553,4393,,7,97,0,0,104,111,1,1,113,217,4176,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,35,2019-08-26T04:00:00.000Z,6712,6080,,21,148,0,0,172,124,0,1,125,297,5783,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,36,2019-09-02T04:00:00.000Z,6133,4840,,25,130,0,0,155,80,0,1,81,236,4604,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,40,2019-09-30T04:00:00.000Z,8205,7609,,10,83,,,109,66,,,66,175,,1
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,41,2019-10-07T04:00:00.000Z,,10490,,26,148,,,174,67,,6,73,247,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,42,2019-10-14T04:00:00.000Z,11172,9989,,14,210,,,224,65,3,,68,292,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,43,2019-10-21T04:00:00.000Z,11632,10523,,18,242,,,260,92,2,5,99,359,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,44,2019-10-28T04:00:00.000Z,11696,10568,,13,378,,,391,80,,2,82,473,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,45,2019-11-04T05:00:00.000Z,12120,10747,,17,457,,,474,126,2,6,134,608,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,46,2019-11-11T05:00:00.000Z,12213,10946,,25,579,,,604,140,3,1,144,748,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,47,2019-11-18T05:00:00.000Z,13418,11289,,23,904,,,927,249,2,1,252,1179,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,48,2019-11-25T05:00:00.000Z,11673,8601,,26,818,,,844,224,5,1,230,1074,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,49,2019-12-02T05:00:00.000Z,16233,11961,,54,2000,,,2054,544,1,3,548,2602,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,50,2019-12-09T05:00:00.000Z,19582,13074,,92,3175,,,3268,842,3,26,871,4139,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,51,2019-12-16T05:00:00.000Z,,13361,,211,3930,,,4143,1198,3,22,1223,5366,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2019,52,2019-12-23T05:00:00.000Z,21204,13446,,248,4404,,,4652,1395,1,21,1417,6069,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,1,2019-12-30T05:00:00.000Z,17067,13341,,297,4334,,,4631,1576,1,4,1581,6212,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,2,2020-01-06T05:00:00.000Z,15591,13351,,400,3774,,,4174,1703,8,9,1720,5894,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,3,2020-01-13T05:00:00.000Z,14177,12982,,516,2752,,,3269,1716,8,23,1747,5016,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,4,2020-01-20T05:00:00.000Z,12642,11680,,660,1783,,,2444,1464,10,29,1503,3947,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,5,2020-01-27T05:00:00.000Z,9225,8465,,414,779,,,1193,914,15,16,945,2138,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,6,2020-02-03T05:00:00.000Z,8602,7847,,160,322,,,483,445,2,7,454,937,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,7,2020-02-10T05:00:00.000Z,,6416,,69,146,,,215,131,0,4,135,350,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,8,2020-02-17T05:00:00.000Z,,7063,,51,86,,,137,51,3,2,56,193,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,9,2020-02-24T05:00:00.000Z,,6145,,37,70,,,107,23,1,1,25,132,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,10,2020-03-02T05:00:00.000Z,,8081,,35,31,,,67,27,2,,29,96,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,11,2020-03-09T04:00:00.000Z,,8654,,40,34,,,74,35,1,,36,110,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,12,2020-03-16T04:00:00.000Z,9546,9414,,36,36,,1,73,35,,,35,108,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,13,2020-03-23T04:00:00.000Z,9536,9174,,22,25,,,47,19,,,19,66,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,14,2020-03-30T04:00:00.000Z,6362,5632,,7,8,,,15,8,1,,9,24,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,15,2020-04-06T04:00:00.000Z,7167,6113,,7,10,,,17,3,1,1,5,22,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,16,2020-04-13T04:00:00.000Z,7013,4508,,2,4,,,6,1,,,1,7,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,17,2020-04-20T04:00:00.000Z,6993,6208,,,3,,1,4,2,1,1,4,8,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,18,2020-04-27T04:00:00.000Z,6258,5284,,0,0,,,0,0,0,,0,0,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,19,2020-05-04T04:00:00.000Z,7027,6295,,2,3,,,5,1,1,,2,7,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,20,2020-05-11T04:00:00.000Z,7517,6219,,1,2,,,3,4,,,4,7,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,21,2020-05-18T04:00:00.000Z,6574,5028,,,,,,,,,,,,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,22,2020-05-25T04:00:00.000Z,,4889,,,,,,,,,,,,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,23,2020-06-01T04:00:00.000Z,,6219,,,,,,,,,,,,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,24,2020-06-08T04:00:00.000Z,,5544,,3,6,,,9,7,,,7,16,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,25,2020-06-15T04:00:00.000Z,7182,6247,,3,,,,3,1,,,1,4,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,26,2020-06-22T04:00:00.000Z,6681,5813,,,,,,,,,,,,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,27,2020-06-29T04:00:00.000Z,6603,5870,,,,,,,,,,,,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,28,2020-07-06T04:00:00.000Z,7145,6277,,1,,,,1,,,,,1,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,29,2020-07-13T04:00:00.000Z,6973,6122,,4,,,,4,,,,,4,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,30,2020-07-20T04:00:00.000Z,6771,5946,,1,7,,,8,,,,,8,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,31,2020-07-27T04:00:00.000Z,6752,6121,,1,2,,,3,1,,,1,4,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,32,2020-08-03T04:00:00.000Z,6991,6847,,,,,,,,,,,,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,33,2020-08-10T04:00:00.000Z,6935,6800,,,,,,,2,,,2,2,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,34,2020-08-17T04:00:00.000Z,7181,7025,,,1,,,1,1,,,1,2,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,35,2020-08-24T04:00:00.000Z,6893,6615,,,,,,,1,,,1,1,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,36,2020-08-31T04:00:00.000Z,7038,6246,,,,,,,2,1,,3,3,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,37,2020-09-07T04:00:00.000Z,6605,5151,,,,,,,3,,,3,3,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,38,2020-09-14T04:00:00.000Z,7166,6098,,,,,,,2,,,2,2,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,39,2020-09-21T04:00:00.000Z,6728,5120,,,,,,,1,,,1,1,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,40,2020-09-28T04:00:00.000Z,8654,7668,,1,,,1,2,3,,,3,5,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,41,2020-10-05T04:00:00.000Z,8549,7172,,,,,,,2,,,2,2,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,42,2020-10-12T04:00:00.000Z,10408,8403,,1,3,,,4,,,,,4,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,43,2020-10-19T04:00:00.000Z,10442,8671,,,,,1,1,4,,,4,5,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,44,2020-10-26T04:00:00.000Z,10642,8588,,1,,,,1,4,1,,5,6,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,45,2020-11-02T05:00:00.000Z,11201,9055,,,,,,,2,,,2,2,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,46,2020-11-09T05:00:00.000Z,11445,9725,,,1,,1,2,2,,,2,4,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,47,2020-11-16T05:00:00.000Z,11146,9317,,,2,,1,3,9,,,9,12,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,48,2020-11-23T05:00:00.000Z,11445,9725,,,1,,1,2,2,,,2,4,,3
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,49,2020-11-30T05:00:00.000Z,11777,10415,,1,,,2,3,18,,,18,21,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,50,2020-12-07T05:00:00.000Z,11449,9887,,,2,,1,3,24,,,24,27,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,51,2020-12-14T05:00:00.000Z,11904,10468,,,,,,,35,1,,36,36,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,52,2020-12-21T05:00:00.000Z,11827,10077,,,,,,,62,,,62,62,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2020,53,2020-12-28T05:00:00.000Z,11439,9993,,,,,1,1,56,,,56,57,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,1,2021-01-04T05:00:00.000Z,11955,10672,,2,,,,2,121,1,,122,124,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,2,2021-01-11T05:00:00.000Z,11637,10235,,1,,,,1,122,,,122,123,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,3,2021-01-18T05:00:00.000Z,10767,9417,,1,,,,1,158,1,,159,160,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,4,2021-01-25T05:00:00.000Z,11220,10032,,,,,1,1,148,,3,151,152,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,5,2021-02-01T05:00:00.000Z,11775,10578,,,,,,,125,1,,126,126,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,6,2021-02-08T05:00:00.000Z,9525,8606,,1,,,,1,55,,,55,56,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,7,2021-02-15T05:00:00.000Z,10090,9021,,,,,,,56,,,56,56,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,8,2021-02-22T05:00:00.000Z,11303,10456,,2,,,,2,68,,,68,70,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,9,2021-03-01T05:00:00.000Z,11681,10458,,,,,,,81,,6,87,87,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,10,2021-03-08T05:00:00.000Z,12119,10862,,,,,,,101,,1,102,102,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,11,2021-03-15T04:00:00.000Z,13036,11887,,1,,,,1,204,,2,206,207,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,12,2021-03-22T04:00:00.000Z,12151,10828,,1,,,,1,192,5,5,202,203,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,13,2021-03-29T04:00:00.000Z,13258,12904,,1,1,,,2,214,,2,216,218,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,14,2021-04-05T04:00:00.000Z,11368,11072,,,,,,,221,1,,222,222,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,15,2021-04-12T04:00:00.000Z,9611,8670,,,,,,,248,,4,252,252,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,16,2021-04-19T04:00:00.000Z,11806,11728,,,,,,,315,,5,320,320,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,17,2021-04-26T04:00:00.000Z,10597,10448,,1,,,,1,344,,2,346,347,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,18,2021-05-03T04:00:00.000Z,10600,10422,,1,,,,1,292,7,11,310,311,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,19,2021-05-10T04:00:00.000Z,10827,10487,,,,,,,291,,4,295,295,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,20,2021-05-17T04:00:00.000Z,9686,8595,,,,,,,341,4,4,349,349,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,21,2021-05-24T04:00:00.000Z,10804,9989,,,,,,,435,,6,441,441,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,22,2021-05-31T04:00:00.000Z,9720,8531,,1,,,,1,382,2,8,392,393,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,23,2021-06-07T04:00:00.000Z,8608,7602,,,,,2,2,349,,3,352,354,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,24,2021-06-14T04:00:00.000Z,8710,7613,,,,,,,274,,3,277,277,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,25,2021-06-21T04:00:00.000Z,8765,7469,,,,,,,227,,2,229,229,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,26,2021-06-28T04:00:00.000Z,8027,7149,,,,,,,169,2,,171,171,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,27,2021-07-05T04:00:00.000Z,8215,7069,,,,3,,3,173,,13,186,189,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,28,2021-07-12T04:00:00.000Z,8295,7320,,,,1,,1,230,,2,232,233,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,29,2021-07-19T04:00:00.000Z,8583,7253,,,,1,,1,191,,,191,192,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,30,2021-07-26T04:00:00.000Z,8099,7032,,,,,,,252,2,4,258,258,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,31,2021-08-02T04:00:00.000Z,7787,6735,,,,,,,199,,,199,199,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,32,2021-08-09T04:00:00.000Z,7898,7041,,2,,2,,4,195,,,195,199,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,33,2021-08-16T04:00:00.000Z,8152,7054,,,,,,,205,,,205,205,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,34,2021-08-23T04:00:00.000Z,7891,6918,,,,,,,249,2,,251,251,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,35,2021-08-30T04:00:00.000Z,8257,7281,,,,,,,300,2,,302,302,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,36,2021-09-06T04:00:00.000Z,8849,7640,,,,,,,414,,,414,414,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,37,2021-09-13T04:00:00.000Z,8716,7968,,,,,,,449,,,449,449,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,38,2021-09-20T04:00:00.000Z,8210,7161,,,,,,,381,,6,387,387,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,39,2021-09-27T04:00:00.000Z,8881,7957,,,,,,,396,2,12,410,410,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,40,2021-10-04T04:00:00.000Z,10161,8754,,,,,,,377,,3,380,380,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,41,2021-10-11T04:00:00.000Z,11285,9811,,,2,,,2,396,,5,401,403,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,42,2021-10-18T04:00:00.000Z,11386,9941,,,,,,,461,,2,463,463,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,43,2021-10-25T04:00:00.000Z,11892,10054,,,1,,,1,618,,7,625,626,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,44,2021-11-01T04:00:00.000Z,11676,10218,,,,,,,683,,3,686,686,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,45,2021-11-08T05:00:00.000Z,11688,10290,,,,,,,808,,9,817,817,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,46,2021-11-15T05:00:00.000Z,13334,11814,,,1,,,1,1101,,10,1111,1112,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,47,2021-11-22T05:00:00.000Z,13299,11847,,,,,,,1149,,6,1155,1155,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,48,2021-11-29T05:00:00.000Z,13493,11769,,,,,,,1515,,2,1517,1517,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,49,2021-12-06T05:00:00.000Z,15570,13932,,,4,,,4,2038,,12,2050,2054,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,50,2021-12-13T05:00:00.000Z,13777,12225,,,1,,,1,2317,,18,2335,2336,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,51,2021-12-20T05:00:00.000Z,13799,11976,,,,,,,2389,,9,2398,2398,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2021,52,2021-12-27T05:00:00.000Z,12540,11425,,,,,,,2812,,8,2820,2820,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,1,2022-01-03T05:00:00.000Z,13476,12186,,,2,,,2,3126,,31,3157,3159,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,2,2022-01-10T05:00:00.000Z,13255,11648,,,1,,,1,3197,,11,3208,3209,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,3,2022-01-17T05:00:00.000Z,12145,10886,,,7,,,7,2936,,2,2938,2945,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,4,2022-01-24T05:00:00.000Z,12157,11773,,,7,,,7,2594,,5,2599,2606,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,5,2022-01-31T05:00:00.000Z,7434,5585,,,1,,,1,1087,,2,1089,1090,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,6,2022-02-07T05:00:00.000Z,11453,10088,,,,,,,2000,,1,2001,2001,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,7,2022-02-14T05:00:00.000Z,12011,10771,,,3,,,3,2063,,13,2076,2079,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,8,2022-02-21T05:00:00.000Z,12452,10838,,,29,,,29,2067,,15,2082,2111,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,9,2022-02-28T05:00:00.000Z,13128,11727,,,3,,,3,2276,,9,2285,2288,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,10,2022-03-07T05:00:00.000Z,12035,10419,,,20,,,20,2032,,10,2042,2062,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,11,2022-03-14T04:00:00.000Z,10998,9718,,,33,,,33,1399,,22,1421,1454,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,12,2022-03-21T04:00:00.000Z,10593,9094,,,24,,,24,989,,15,1004,1028,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,13,2022-03-28T04:00:00.000Z,10601,9875,,,64,,,64,710,,13,723,787,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,14,2022-04-04T04:00:00.000Z,7900,6504,,,62,,,62,308,,,308,370,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,15,2022-04-11T04:00:00.000Z,8283,7222,,1,68,,,69,229,,4,233,302,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,16,2022-04-18T04:00:00.000Z,8415,7341,,,98,,,98,152,,,152,250,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,17,2022-04-25T04:00:00.000Z,8111,6857,,,144,,,144,92,,,92,236,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,18,2022-05-02T04:00:00.000Z,7376,6434,,,78,,,78,53,,,53,131,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,19,2022-05-09T04:00:00.000Z,8228,7351,,,222,,,222,63,,,63,285,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,20,2022-05-16T04:00:00.000Z,9407,8611,,,474,,,474,32,,,32,506,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,21,2022-05-23T04:00:00.000Z,8825,7814,,,554,,,554,18,,,18,572,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,22,2022-05-30T04:00:00.000Z,8176,7041,,,651,,,651,17,,,17,668,,4
WPR,Eastern Asia,China,CHN,NOTDEFINED,2022,23,2022-06-06T04:00:00.000Z,9262,8151,,,1055,,,1055,12,,,12,1067,,4
